 TITLE ="GEORGIA TECH TEST PIT GRID (linear elastic)                                     "
 VARIABLES = "R","Z","DISP_R","DISP_Z","EPSR","EPSTH","EPSZ","EPSRZ","SIGMAR","SIGMATH","SIGMAZ","SIGMARZ"
 ZONE T="GEOMETRY & DISP", N=  475, E=  140, F=FEPOINT, ET=QUADRILATERAL
 32.54999924 45.00000000  0.00223154 -0.00810196    -0.0001036     0.0000686    -0.0001166     0.0001725    -1.7440784    -1.0062820    -1.7999845     0.3695433
 52.54999924 45.00000000  0.00080086 -0.00574954    -0.0000456     0.0000152    -0.0000771    -0.0000079    -1.1167018    -0.8559501    -1.2517739    -0.0168745
 77.55000305 45.00000000  0.00000000 -0.00532879    -0.0000203     0.0000000    -0.0000780    -0.0000046    -0.9301892    -0.8430092    -1.1773338    -0.0099471
  0.00000000 46.00000000  0.00000000 -0.01998868     0.0004619     0.0004619    -0.0013763    -0.0000029    -0.8807289    -0.8807289    -6.5170278    -0.0047195
  0.69999999 46.00000000  0.00032228 -0.01997789     0.0004589     0.0004604    -0.0013745     0.0001231    -0.9092595    -0.9045542    -6.5315923     0.1756340
  1.39999998 46.00000000  0.00064251 -0.01994139     0.0004573     0.0004589    -0.0013666     0.0002463    -0.8906698    -0.8854529    -6.4859603     0.3527899
  2.97499990 46.00000000  0.00133693 -0.01976669     0.0004232     0.0004494    -0.0013367     0.0005131    -1.0816360    -0.9974226    -6.4675201     0.7335259
  4.55000019 46.00000000  0.00197554 -0.01946510     0.0003824     0.0004342    -0.0012824     0.0007541    -1.2368044    -1.0702667    -6.3234521     1.0850471
  7.05000019 46.00000000  0.00279166 -0.01871238     0.0002759     0.0003960    -0.0011453     0.0010292    -1.6531437    -1.2671836    -5.9695937     1.4661803
  9.55000019 46.00000000  0.00335506 -0.01771101     0.0001647     0.0003513    -0.0009918     0.0011997    -2.0495085    -1.4496077    -5.5268116     1.7161051
 13.55000019 46.00000000  0.00374038 -0.01570936     0.0000381     0.0002760    -0.0007131     0.0011312    -2.0898742    -1.3251118    -4.3283867     1.6179620
