     COMPUTED NODAL POINT DISPLACEMENTS,
  NODE  R-COORD  Z-COORD  GRA DISP_R  GRA DISP_Z  SUR DISP_R  SUR DISP_Z
  1970     1.50   417.00  -0.103E-05  -0.193E+00   0.689E-03  -0.225E-01
  1971     2.00   417.00  -0.134E-05  -0.193E+00   0.910E-03  -0.223E-01
  1972     2.50   417.00  -0.163E-05  -0.193E+00   0.113E-02  -0.222E-01
  1973     3.00   417.00  -0.190E-05  -0.193E+00   0.133E-02  -0.219E-01
  1974     3.50   417.00  -0.218E-05  -0.193E+00   0.153E-02  -0.217E-01
  1975     4.00   417.00  -0.245E-05  -0.193E+00   0.172E-02  -0.214E-01
  1976     4.25   417.00  -0.258E-05  -0.193E+00   0.181E-02  -0.213E-01
  1977     4.50   417.00  -0.271E-05  -0.193E+00   0.189E-02  -0.211E-01
  1978     4.75   417.00  -0.283E-05  -0.193E+00   0.197E-02  -0.210E-01
  1979     5.00   417.00  -0.294E-05  -0.193E+00   0.205E-02  -0.208E-01
  1980     5.50   417.00  -0.315E-05  -0.193E+00   0.221E-02  -0.204E-01
  1981     6.00   417.00  -0.334E-05  -0.193E+00   0.234E-02  -0.201E-01
  1982     6.50   417.00  -0.350E-05  -0.193E+00   0.247E-02  -0.197E-01
  1983     7.00   417.00  -0.365E-05  -0.193E+00   0.258E-02  -0.193E-01
  1984     7.50   417.00  -0.382E-05  -0.193E+00   0.268E-02  -0.189E-01
  1985     8.00   417.00  -0.400E-05  -0.193E+00   0.276E-02  -0.184E-01
  1986     8.50   417.00  -0.422E-05  -0.193E+00   0.283E-02  -0.180E-01
  1987     9.00   417.00  -0.448E-05  -0.193E+00   0.289E-02  -0.176E-01
  1988    10.00   417.00  -0.496E-05  -0.193E+00   0.298E-02  -0.167E-01
  1989    11.00   417.00  -0.549E-05  -0.193E+00   0.302E-02  -0.158E-01
  1990    13.00   417.00  -0.756E-05  -0.193E+00   0.301E-02  -0.141E-01
  1991    15.00   417.00  -0.100E-04  -0.193E+00   0.290E-02  -0.126E-01
  1992    19.00   417.00  -0.749E-05  -0.193E+00   0.253E-02  -0.995E-02
  1993    23.00   417.00  -0.445E-05  -0.193E+00   0.209E-02  -0.794E-02
  1994    31.00   417.00  -0.112E-04  -0.193E+00   0.138E-02  -0.534E-02
  1995    39.00   417.00  -0.465E-05  -0.193E+00   0.891E-03  -0.377E-02
  1996    55.00   417.00   0.512E-05  -0.193E+00   0.432E-03  -0.215E-02
  1997    71.00   417.00   0.208E-04  -0.193E+00   0.219E-03  -0.134E-02
  1998   103.00   417.00   0.225E-04  -0.193E+00   0.678E-04  -0.616E-03
  1999   135.00   417.00   0.000E+00  -0.192E+00   0.000E+00  -0.441E-03
  2000     0.00   417.50   0.000E+00  -0.193E+00   0.000E+00  -0.233E-01
  2001     1.00   417.50  -0.612E-06  -0.193E+00   0.476E-03  -0.232E-01
  2002     2.00   417.50  -0.119E-05  -0.193E+00   0.937E-03  -0.230E-01
  2003     3.00   417.50  -0.171E-05  -0.193E+00   0.137E-02  -0.225E-01
  2004     4.00   417.50  -0.220E-05  -0.193E+00   0.176E-02  -0.220E-01
  2005     4.50   417.50  -0.242E-05  -0.193E+00   0.194E-02  -0.217E-01
  2006     5.00   417.50  -0.261E-05  -0.193E+00   0.210E-02  -0.213E-01
  2007     6.00   417.50  -0.296E-05  -0.193E+00   0.239E-02  -0.205E-01
  2008     7.00   417.50  -0.326E-05  -0.193E+00   0.262E-02  -0.197E-01
  2009     8.00   417.50  -0.361E-05  -0.193E+00   0.280E-02  -0.188E-01
  2010     9.00   417.50  -0.404E-05  -0.193E+00   0.292E-02  -0.179E-01
  2011    11.00   417.50  -0.517E-05  -0.193E+00   0.303E-02  -0.161E-01
  2012    15.00   417.50  -0.922E-05  -0.193E+00   0.288E-02  -0.127E-01
  2013    23.00   417.50  -0.433E-05  -0.193E+00   0.204E-02  -0.798E-02
  2014    39.00   417.50  -0.537E-05  -0.193E+00   0.849E-03  -0.377E-02
  2015    71.00   417.50   0.195E-04  -0.193E+00   0.204E-03  -0.134E-02
  2016   135.00   417.50   0.000E+00  -0.192E+00   0.000E+00  -0.440E-03
  2017     0.00   418.00   0.000E+00  -0.193E+00   0.000E+00  -0.240E-01
  2018     0.50   418.00  -0.269E-06  -0.193E+00   0.247E-03  -0.240E-01
  2019     1.00   418.00  -0.535E-06  -0.193E+00   0.492E-03  -0.239E-01
  2020     1.50   418.00  -0.785E-06  -0.193E+00   0.732E-03  -0.238E-01
  2021     2.00   418.00  -0.104E-05  -0.193E+00   0.967E-03  -0.236E-01
  2022     2.50   418.00  -0.130E-05  -0.193E+00   0.119E-02  -0.234E-01
  2023     3.00   418.00  -0.153E-05  -0.193E+00   0.141E-02  -0.232E-01
  2024     3.50   418.00  -0.174E-05  -0.193E+00   0.162E-02  -0.229E-01
  2025     4.00   418.00  -0.194E-05  -0.193E+00   0.181E-02  -0.226E-01
  2026     4.25   418.00  -0.204E-05  -0.193E+00   0.190E-02  -0.224E-01
  2027     4.50   418.00  -0.212E-05  -0.193E+00   0.199E-02  -0.222E-01
  2028     4.75   418.00  -0.221E-05  -0.193E+00   0.208E-02  -0.220E-01
  2029     5.00   418.00  -0.230E-05  -0.193E+00   0.216E-02  -0.219E-01
  2030     5.50   418.00  -0.247E-05  -0.193E+00   0.231E-02  -0.215E-01
  2031     6.00   418.00  -0.263E-05  -0.193E+00   0.244E-02  -0.210E-01
  2032     6.50   418.00  -0.277E-05  -0.193E+00   0.257E-02  -0.206E-01
  2033     7.00   418.00  -0.291E-05  -0.193E+00   0.267E-02  -0.202E-01
  2034     7.50   418.00  -0.306E-05  -0.193E+00   0.276E-02  -0.197E-01
  2035     8.00   418.00  -0.324E-05  -0.193E+00   0.284E-02  -0.192E-01
  2036     8.50   418.00  -0.346E-05  -0.193E+00   0.291E-02  -0.187E-01
  2037     9.00   418.00  -0.369E-05  -0.193E+00   0.296E-02  -0.182E-01
  2038    10.00   418.00  -0.416E-05  -0.193E+00   0.302E-02  -0.173E-01
  2039    11.00   418.00  -0.481E-05  -0.193E+00   0.305E-02  -0.163E-01
  2040    13.00   418.00  -0.678E-05  -0.193E+00   0.299E-02  -0.145E-01
  2041    15.00   418.00  -0.854E-05  -0.193E+00   0.285E-02  -0.128E-01
  2042    19.00   418.00  -0.626E-05  -0.193E+00   0.243E-02  -0.101E-01
  2043    23.00   418.00  -0.425E-05  -0.193E+00   0.198E-02  -0.801E-02
  2044    31.00   418.00  -0.120E-04  -0.193E+00   0.127E-02  -0.534E-02
  2045    39.00   418.00  -0.602E-05  -0.193E+00   0.807E-03  -0.377E-02
  2046    55.00   418.00   0.349E-05  -0.193E+00   0.382E-03  -0.215E-02
  2047    71.00   418.00   0.182E-04  -0.193E+00   0.189E-03  -0.134E-02
  2048   103.00   418.00   0.194E-04  -0.193E+00   0.575E-04  -0.616E-03
  2049   135.00   418.00   0.000E+00  -0.192E+00   0.000E+00  -0.439E-03
  2050     0.00   418.50   0.000E+00  -0.193E+00   0.000E+00  -0.247E-01
  2051     1.00   418.50  -0.464E-06  -0.193E+00   0.510E-03  -0.246E-01
  2052     2.00   418.50  -0.917E-06  -0.193E+00   0.100E-02  -0.243E-01
  2053     3.00   418.50  -0.132E-05  -0.193E+00   0.146E-02  -0.238E-01
  2054     4.00   418.50  -0.170E-05  -0.193E+00   0.187E-02  -0.232E-01
  2055     4.50   418.50  -0.188E-05  -0.193E+00   0.205E-02  -0.228E-01
  2056     5.00   418.50  -0.203E-05  -0.193E+00   0.222E-02  -0.224E-01
  2057     6.00   418.50  -0.233E-05  -0.193E+00   0.250E-02  -0.215E-01
  2058     7.00   418.50  -0.261E-05  -0.193E+00   0.273E-02  -0.206E-01
  2059     8.00   418.50  -0.293E-05  -0.193E+00   0.289E-02  -0.196E-01
  2060     9.00   418.50  -0.335E-05  -0.193E+00   0.299E-02  -0.186E-01
  2061    11.00   418.50  -0.455E-05  -0.193E+00   0.306E-02  -0.166E-01
  2062    15.00   418.50  -0.785E-05  -0.193E+00   0.282E-02  -0.130E-01
  2063    23.00   418.50  -0.435E-05  -0.193E+00   0.192E-02  -0.803E-02
  2064    39.00   418.50  -0.654E-05  -0.193E+00   0.762E-03  -0.377E-02
  2065    71.00   418.50   0.168E-04  -0.193E+00   0.174E-03  -0.134E-02
  2066   135.00   418.50   0.000E+00  -0.192E+00   0.000E+00  -0.438E-03
  2067     0.00   419.00   0.000E+00  -0.193E+00   0.000E+00  -0.254E-01
  2068     0.50   419.00  -0.209E-06  -0.193E+00   0.266E-03  -0.254E-01
  2069     1.00   419.00  -0.408E-06  -0.193E+00   0.529E-03  -0.253E-01
  2070     1.50   419.00  -0.605E-06  -0.193E+00   0.788E-03  -0.252E-01
  2071     2.00   419.00  -0.791E-06  -0.193E+00   0.104E-02  -0.250E-01
  2072     2.50   419.00  -0.975E-06  -0.193E+00   0.128E-02  -0.248E-01
  2073     3.00   419.00  -0.115E-05  -0.193E+00   0.151E-02  -0.245E-01
  2074     3.50   419.00  -0.132E-05  -0.193E+00   0.173E-02  -0.242E-01
  2075     4.00   419.00  -0.148E-05  -0.193E+00   0.193E-02  -0.238E-01
  2076     4.25   419.00  -0.156E-05  -0.193E+00   0.202E-02  -0.236E-01
  2077     4.50   419.00  -0.164E-05  -0.193E+00   0.211E-02  -0.234E-01
  2078     4.75   419.00  -0.172E-05  -0.193E+00   0.220E-02  -0.232E-01
  2079     5.00   419.00  -0.180E-05  -0.193E+00   0.228E-02  -0.230E-01
  2080     5.50   419.00  -0.194E-05  -0.193E+00   0.243E-02  -0.225E-01
  2081     6.00   419.00  -0.206E-05  -0.193E+00   0.257E-02  -0.221E-01
  2082     6.50   419.00  -0.219E-05  -0.193E+00   0.269E-02  -0.216E-01
  2083     7.00   419.00  -0.233E-05  -0.193E+00   0.279E-02  -0.211E-01
  2084     7.50   419.00  -0.248E-05  -0.193E+00   0.287E-02  -0.205E-01
  2085     8.00   419.00  -0.265E-05  -0.193E+00   0.294E-02  -0.200E-01
  2086     8.50   419.00  -0.285E-05  -0.193E+00   0.299E-02  -0.195E-01
  2087     9.00   419.00  -0.307E-05  -0.193E+00   0.303E-02  -0.190E-01
  2088    10.00   419.00  -0.356E-05  -0.193E+00   0.307E-02  -0.179E-01
  2089    11.00   419.00  -0.426E-05  -0.193E+00   0.307E-02  -0.168E-01
  2090    13.00   419.00  -0.599E-05  -0.193E+00   0.297E-02  -0.149E-01
  2091    15.00   419.00  -0.727E-05  -0.193E+00   0.278E-02  -0.131E-01
  2092    19.00   419.00  -0.554E-05  -0.193E+00   0.232E-02  -0.102E-01
  2093    23.00   419.00  -0.447E-05  -0.193E+00   0.185E-02  -0.806E-02
  2094    31.00   419.00  -0.124E-04  -0.193E+00   0.115E-02  -0.535E-02
  2095    39.00   419.00  -0.700E-05  -0.193E+00   0.717E-03  -0.377E-02
  2096    55.00   419.00   0.181E-05  -0.193E+00   0.331E-03  -0.215E-02
  2097    71.00   419.00   0.155E-04  -0.193E+00   0.159E-03  -0.134E-02
  2098   103.00   419.00   0.164E-04  -0.193E+00   0.470E-04  -0.616E-03
  2099   135.00   419.00   0.000E+00  -0.192E+00   0.000E+00  -0.437E-03
  2100     0.00   419.50   0.000E+00  -0.193E+00   0.000E+00  -0.262E-01
  2101     1.00   419.50  -0.340E-06  -0.193E+00   0.551E-03  -0.261E-01
  2102     2.00   419.50  -0.668E-06  -0.193E+00   0.108E-02  -0.258E-01
  2103     3.00   419.50  -0.976E-06  -0.193E+00   0.157E-02  -0.252E-01
  2104     4.00   419.50  -0.127E-05  -0.193E+00   0.199E-02  -0.245E-01
  2105     4.50   419.50  -0.142E-05  -0.193E+00   0.218E-02  -0.241E-01
  2106     5.00   419.50  -0.158E-05  -0.193E+00   0.235E-02  -0.236E-01
  2107     6.00   419.50  -0.182E-05  -0.193E+00   0.264E-02  -0.226E-01
  2108     7.00   419.50  -0.208E-05  -0.193E+00   0.285E-02  -0.215E-01
  2109     8.00   419.50  -0.240E-05  -0.193E+00   0.299E-02  -0.204E-01
  2110     9.00   419.50  -0.281E-05  -0.193E+00   0.307E-02  -0.193E-01
  2111    11.00   419.50  -0.401E-05  -0.193E+00   0.308E-02  -0.171E-01
  2112    15.00   419.50  -0.672E-05  -0.193E+00   0.274E-02  -0.132E-01
  2113    23.00   419.50  -0.469E-05  -0.193E+00   0.178E-02  -0.808E-02
  2114    39.00   419.50  -0.733E-05  -0.193E+00   0.671E-03  -0.377E-02
  2115    71.00   419.50   0.140E-04  -0.193E+00   0.144E-03  -0.134E-02
  2116   135.00   419.50   0.000E+00  -0.193E+00   0.000E+00  -0.436E-03
  2117     0.00   420.00   0.000E+00  -0.193E+00   0.000E+00  -0.270E-01
  2118     0.50   420.00  -0.141E-06  -0.193E+00   0.289E-03  -0.270E-01
  2119     1.00   420.00  -0.280E-06  -0.193E+00   0.575E-03  -0.269E-01
  2120     1.50   420.00  -0.419E-06  -0.193E+00   0.854E-03  -0.268E-01
  2121     2.00   420.00  -0.557E-06  -0.193E+00   0.112E-02  -0.265E-01
  2122     2.50   420.00  -0.693E-06  -0.193E+00   0.138E-02  -0.263E-01
  2123     3.00   420.00  -0.828E-06  -0.193E+00   0.163E-02  -0.259E-01
  2124     3.50   420.00  -0.952E-06  -0.193E+00   0.186E-02  -0.256E-01
  2125     4.00   420.00  -0.108E-05  -0.193E+00   0.207E-02  -0.252E-01
  2126     4.25   420.00  -0.115E-05  -0.193E+00   0.216E-02  -0.249E-01
  2127     4.50   420.00  -0.123E-05  -0.193E+00   0.226E-02  -0.247E-01
  2128     4.75   420.00  -0.130E-05  -0.193E+00   0.235E-02  -0.245E-01
  2129     5.00   420.00  -0.136E-05  -0.193E+00   0.243E-02  -0.242E-01
  2130     5.50   420.00  -0.148E-05  -0.193E+00   0.258E-02  -0.237E-01
  2131     6.00   420.00  -0.160E-05  -0.193E+00   0.271E-02  -0.232E-01
  2132     6.50   420.00  -0.173E-05  -0.193E+00   0.282E-02  -0.226E-01
  2133     7.00   420.00  -0.186E-05  -0.193E+00   0.291E-02  -0.220E-01
  2134     7.50   420.00  -0.200E-05  -0.193E+00   0.299E-02  -0.214E-01
  2135     8.00   420.00  -0.217E-05  -0.193E+00   0.304E-02  -0.208E-01
  2136     8.50   420.00  -0.236E-05  -0.193E+00   0.308E-02  -0.203E-01
  2137     9.00   420.00  -0.260E-05  -0.193E+00   0.311E-02  -0.197E-01
  2138    10.00   420.00  -0.313E-05  -0.193E+00   0.312E-02  -0.185E-01
  2139    11.00   420.00  -0.375E-05  -0.193E+00   0.309E-02  -0.174E-01
  2140    13.00   420.00  -0.522E-05  -0.193E+00   0.293E-02  -0.152E-01
  2141    15.00   420.00  -0.628E-05  -0.193E+00   0.270E-02  -0.133E-01
  2142    19.00   420.00  -0.517E-05  -0.193E+00   0.218E-02  -0.103E-01
  2143    23.00   420.00  -0.491E-05  -0.193E+00   0.171E-02  -0.810E-02
  2144    31.00   420.00  -0.125E-04  -0.193E+00   0.103E-02  -0.535E-02
  2145    39.00   420.00  -0.759E-05  -0.193E+00   0.624E-03  -0.377E-02
  2146    55.00   420.00   0.758E-07  -0.193E+00   0.279E-03  -0.214E-02
  2147    71.00   420.00   0.126E-04  -0.193E+00   0.129E-03  -0.134E-02
  2148   103.00   420.00   0.134E-04  -0.193E+00   0.365E-04  -0.616E-03
  2149   135.00   420.00   0.000E+00  -0.193E+00   0.000E+00  -0.436E-03
  2150     0.00   420.50   0.000E+00  -0.193E+00   0.000E+00  -0.279E-01
  2151     1.00   420.50  -0.240E-06  -0.193E+00   0.600E-03  -0.278E-01
  2152     2.00   420.50  -0.460E-06  -0.193E+00   0.117E-02  -0.274E-01
  2153     3.00   420.50  -0.685E-06  -0.193E+00   0.169E-02  -0.267E-01
  2154     4.00   420.50  -0.929E-06  -0.193E+00   0.214E-02  -0.259E-01
  2155     4.50   420.50  -0.105E-05  -0.193E+00   0.234E-02  -0.254E-01
  2156     5.00   420.50  -0.116E-05  -0.193E+00   0.251E-02  -0.249E-01
  2157     6.00   420.50  -0.140E-05  -0.193E+00   0.279E-02  -0.237E-01
  2158     7.00   420.50  -0.165E-05  -0.193E+00   0.298E-02  -0.225E-01
  2159     8.00   420.50  -0.197E-05  -0.193E+00   0.309E-02  -0.213E-01
  2160     9.00   420.50  -0.239E-05  -0.193E+00   0.314E-02  -0.200E-01
  2161    11.00   420.50  -0.353E-05  -0.193E+00   0.309E-02  -0.176E-01
  2162    15.00   420.50  -0.590E-05  -0.193E+00   0.265E-02  -0.135E-01
  2163    23.00   420.50  -0.518E-05  -0.193E+00   0.163E-02  -0.812E-02
  2164    39.00   420.50  -0.774E-05  -0.193E+00   0.576E-03  -0.377E-02
  2165    71.00   420.50   0.112E-04  -0.193E+00   0.114E-03  -0.133E-02
  2166   135.00   420.50   0.000E+00  -0.193E+00   0.000E+00  -0.435E-03
  2167     0.00   421.00   0.000E+00  -0.193E+00   0.000E+00  -0.288E-01
  2168     0.50   421.00  -0.966E-07  -0.193E+00   0.316E-03  -0.288E-01
  2169     1.00   421.00  -0.202E-06  -0.193E+00   0.627E-03  -0.287E-01
  2170     1.50   421.00  -0.301E-06  -0.193E+00   0.931E-03  -0.285E-01
  2171     2.00   421.00  -0.385E-06  -0.193E+00   0.122E-02  -0.282E-01
  2172     2.50   421.00  -0.470E-06  -0.193E+00   0.150E-02  -0.279E-01
  2173     3.00   421.00  -0.575E-06  -0.193E+00   0.176E-02  -0.275E-01
  2174     3.50   421.00  -0.681E-06  -0.193E+00   0.200E-02  -0.271E-01
  2175     4.00   421.00  -0.784E-06  -0.193E+00   0.222E-02  -0.266E-01
  2176     4.25   421.00  -0.838E-06  -0.193E+00   0.232E-02  -0.264E-01
  2177     4.50   421.00  -0.888E-06  -0.193E+00   0.242E-02  -0.261E-01
  2178     4.75   421.00  -0.946E-06  -0.193E+00   0.251E-02  -0.258E-01
  2179     5.00   421.00  -0.100E-05  -0.193E+00   0.259E-02  -0.255E-01
  2180     5.50   421.00  -0.110E-05  -0.193E+00   0.274E-02  -0.249E-01
  2181     6.00   421.00  -0.121E-05  -0.193E+00   0.286E-02  -0.243E-01
  2182     6.50   421.00  -0.132E-05  -0.193E+00   0.296E-02  -0.237E-01
  2183     7.00   421.00  -0.145E-05  -0.193E+00   0.304E-02  -0.230E-01
  2184     7.50   421.00  -0.162E-05  -0.193E+00   0.310E-02  -0.224E-01
  2185     8.00   421.00  -0.180E-05  -0.193E+00   0.314E-02  -0.217E-01
  2186     8.50   421.00  -0.199E-05  -0.193E+00   0.316E-02  -0.210E-01
  2187     9.00   421.00  -0.220E-05  -0.193E+00   0.317E-02  -0.204E-01
  2188    10.00   421.00  -0.272E-05  -0.193E+00   0.315E-02  -0.191E-01
  2189    11.00   421.00  -0.328E-05  -0.193E+00   0.308E-02  -0.178E-01
  2190    13.00   421.00  -0.457E-05  -0.193E+00   0.286E-02  -0.156E-01
  2191    15.00   421.00  -0.562E-05  -0.193E+00   0.259E-02  -0.136E-01
  2192    19.00   421.00  -0.504E-05  -0.193E+00   0.203E-02  -0.104E-01
  2193    23.00   421.00  -0.543E-05  -0.193E+00   0.154E-02  -0.814E-02
  2194    31.00   421.00  -0.123E-04  -0.193E+00   0.900E-03  -0.534E-02
  2195    39.00   421.00  -0.784E-05  -0.193E+00   0.527E-03  -0.376E-02
  2196    55.00   421.00  -0.167E-05  -0.193E+00   0.226E-03  -0.214E-02
  2197    71.00   421.00   0.969E-05  -0.193E+00   0.982E-04  -0.133E-02
  2198   103.00   421.00   0.103E-04  -0.193E+00   0.259E-04  -0.617E-03
  2199   135.00   421.00   0.000E+00  -0.193E+00   0.000E+00  -0.434E-03
  2200     0.00   421.50   0.000E+00  -0.193E+00   0.000E+00  -0.298E-01
  2201     1.00   421.50  -0.169E-06  -0.193E+00   0.656E-03  -0.296E-01
  2202     2.00   421.50  -0.326E-06  -0.193E+00   0.128E-02  -0.291E-01
  2203     3.00   421.50  -0.493E-06  -0.193E+00   0.184E-02  -0.284E-01
  2204     4.00   421.50  -0.657E-06  -0.193E+00   0.231E-02  -0.274E-01
  2205     4.50   421.50  -0.746E-06  -0.193E+00   0.250E-02  -0.268E-01
  2206     5.00   421.50  -0.840E-06  -0.193E+00   0.267E-02  -0.262E-01
  2207     6.00   421.50  -0.103E-05  -0.193E+00   0.294E-02  -0.249E-01
  2208     7.00   421.50  -0.129E-05  -0.193E+00   0.310E-02  -0.235E-01
  2209     8.00   421.50  -0.162E-05  -0.193E+00   0.318E-02  -0.221E-01
  2210     9.00   421.50  -0.203E-05  -0.193E+00   0.319E-02  -0.207E-01
  2211    11.00   421.50  -0.308E-05  -0.193E+00   0.306E-02  -0.181E-01
  2212    15.00   421.50  -0.536E-05  -0.193E+00   0.252E-02  -0.137E-01
  2213    23.00   421.50  -0.571E-05  -0.193E+00   0.146E-02  -0.815E-02
  2214    39.00   421.50  -0.785E-05  -0.193E+00   0.477E-03  -0.376E-02
  2215    71.00   421.50   0.818E-05  -0.193E+00   0.826E-04  -0.133E-02
  2216   135.00   421.50   0.000E+00  -0.193E+00   0.000E+00  -0.433E-03
  2217     0.00   422.00   0.000E+00  -0.193E+00   0.000E+00  -0.308E-01
  2218     0.50   422.00  -0.646E-07  -0.193E+00   0.346E-03  -0.307E-01
  2219     1.00   422.00  -0.125E-06  -0.193E+00   0.687E-03  -0.306E-01
  2220     1.50   422.00  -0.195E-06  -0.193E+00   0.102E-02  -0.304E-01
  2221     2.00   422.00  -0.278E-06  -0.193E+00   0.134E-02  -0.301E-01
  2222     2.50   422.00  -0.350E-06  -0.193E+00   0.163E-02  -0.297E-01
  2223     3.00   422.00  -0.421E-06  -0.193E+00   0.191E-02  -0.293E-01
  2224     3.50   422.00  -0.486E-06  -0.193E+00   0.217E-02  -0.288E-01
  2225     4.00   422.00  -0.551E-06  -0.193E+00   0.239E-02  -0.282E-01
  2226     4.25   422.00  -0.583E-06  -0.193E+00   0.249E-02  -0.279E-01
  2227     4.50   422.00  -0.621E-06  -0.193E+00   0.259E-02  -0.276E-01
  2228     4.75   422.00  -0.664E-06  -0.193E+00   0.268E-02  -0.272E-01
  2229     5.00   422.00  -0.708E-06  -0.193E+00   0.276E-02  -0.269E-01
  2230     5.50   422.00  -0.795E-06  -0.193E+00   0.290E-02  -0.262E-01
  2231     6.00   422.00  -0.887E-06  -0.193E+00   0.301E-02  -0.255E-01
  2232     6.50   422.00  -0.100E-05  -0.193E+00   0.310E-02  -0.248E-01
  2233     7.00   422.00  -0.114E-05  -0.193E+00   0.316E-02  -0.240E-01
  2234     7.50   422.00  -0.129E-05  -0.193E+00   0.320E-02  -0.233E-01
  2235     8.00   422.00  -0.146E-05  -0.193E+00   0.322E-02  -0.225E-01
  2236     8.50   422.00  -0.166E-05  -0.193E+00   0.322E-02  -0.218E-01
  2237     9.00   422.00  -0.187E-05  -0.193E+00   0.321E-02  -0.211E-01
  2238    10.00   422.00  -0.235E-05  -0.193E+00   0.314E-02  -0.197E-01
  2239    11.00   422.00  -0.288E-05  -0.193E+00   0.304E-02  -0.183E-01
  2240    13.00   422.00  -0.407E-05  -0.193E+00   0.276E-02  -0.159E-01
  2241    15.00   422.00  -0.520E-05  -0.193E+00   0.244E-02  -0.138E-01
  2242    19.00   422.00  -0.515E-05  -0.193E+00   0.185E-02  -0.105E-01
  2243    23.00   422.00  -0.596E-05  -0.193E+00   0.136E-02  -0.816E-02
  2244    31.00   422.00  -0.119E-04  -0.193E+00   0.761E-03  -0.534E-02
  2245    39.00   422.00  -0.779E-05  -0.193E+00   0.426E-03  -0.376E-02
  2246    55.00   422.00  -0.338E-05  -0.193E+00   0.172E-03  -0.214E-02
  2247    71.00   422.00   0.664E-05  -0.193E+00   0.669E-04  -0.133E-02
  2248   103.00   422.00   0.733E-05  -0.193E+00   0.152E-04  -0.617E-03
  2249   135.00   422.00   0.000E+00  -0.193E+00   0.000E+00  -0.432E-03
  2250     0.00   422.50   0.000E+00  -0.193E+00   0.000E+00  -0.319E-01
  2251     1.00   422.50  -0.114E-06  -0.193E+00   0.718E-03  -0.317E-01
  2252     2.00   422.50  -0.236E-06  -0.193E+00   0.139E-02  -0.311E-01
  2253     3.00   422.50  -0.363E-06  -0.193E+00   0.199E-02  -0.302E-01
  2254     4.00   422.50  -0.485E-06  -0.193E+00   0.248E-02  -0.290E-01
  2255     4.50   422.50  -0.547E-06  -0.193E+00   0.268E-02  -0.284E-01
  2256     5.00   422.50  -0.615E-06  -0.193E+00   0.284E-02  -0.276E-01
  2257     6.00   422.50  -0.792E-06  -0.193E+00   0.308E-02  -0.261E-01
  2258     7.00   422.50  -0.102E-05  -0.193E+00   0.321E-02  -0.245E-01
  2259     8.00   422.50  -0.132E-05  -0.193E+00   0.325E-02  -0.230E-01
  2260     9.00   422.50  -0.172E-05  -0.193E+00   0.321E-02  -0.214E-01
  2261    11.00   422.50  -0.271E-05  -0.193E+00   0.300E-02  -0.185E-01
  2262    15.00   422.50  -0.507E-05  -0.193E+00   0.235E-02  -0.138E-01
  2263    23.00   422.50  -0.622E-05  -0.193E+00   0.127E-02  -0.818E-02
  2264    39.00   422.50  -0.767E-05  -0.193E+00   0.374E-03  -0.376E-02
  2265    71.00   422.50   0.505E-05  -0.193E+00   0.510E-04  -0.133E-02
  2266   135.00   422.50   0.000E+00  -0.193E+00   0.000E+00  -0.431E-03
  2267     0.00   423.00   0.000E+00  -0.193E+00   0.000E+00  -0.330E-01
  2268     0.50   423.00  -0.625E-07  -0.193E+00   0.379E-03  -0.329E-01
  2269     1.00   423.00  -0.108E-06  -0.193E+00   0.751E-03  -0.328E-01
  2270     1.50   423.00  -0.156E-06  -0.193E+00   0.111E-02  -0.325E-01
  2271     2.00   423.00  -0.213E-06  -0.193E+00   0.146E-02  -0.322E-01
  2272     2.50   423.00  -0.270E-06  -0.193E+00   0.178E-02  -0.317E-01
  2273     3.00   423.00  -0.329E-06  -0.193E+00   0.207E-02  -0.312E-01
  2274     3.50   423.00  -0.383E-06  -0.193E+00   0.234E-02  -0.306E-01
  2275     4.00   423.00  -0.430E-06  -0.193E+00   0.257E-02  -0.299E-01
  2276     4.25   423.00  -0.451E-06  -0.193E+00   0.267E-02  -0.295E-01
  2277     4.50   423.00  -0.468E-06  -0.193E+00   0.277E-02  -0.292E-01
  2278     4.75   423.00  -0.489E-06  -0.193E+00   0.285E-02  -0.288E-01
  2279     5.00   423.00  -0.523E-06  -0.193E+00   0.293E-02  -0.284E-01
  2280     5.50   423.00  -0.602E-06  -0.193E+00   0.306E-02  -0.276E-01
  2281     6.00   423.00  -0.705E-06  -0.193E+00   0.315E-02  -0.268E-01
  2282     6.50   423.00  -0.814E-06  -0.193E+00   0.322E-02  -0.259E-01
  2283     7.00   423.00  -0.935E-06  -0.193E+00   0.326E-02  -0.251E-01
  2284     7.50   423.00  -0.106E-05  -0.193E+00   0.327E-02  -0.242E-01
  2285     8.00   423.00  -0.120E-05  -0.193E+00   0.326E-02  -0.234E-01
  2286     8.50   423.00  -0.138E-05  -0.193E+00   0.324E-02  -0.226E-01
  2287     9.00   423.00  -0.158E-05  -0.193E+00   0.320E-02  -0.218E-01
  2288    10.00   423.00  -0.204E-05  -0.193E+00   0.309E-02  -0.202E-01
  2289    11.00   423.00  -0.256E-05  -0.193E+00   0.294E-02  -0.188E-01
  2290    13.00   423.00  -0.377E-05  -0.193E+00   0.260E-02  -0.161E-01
  2291    15.00   423.00  -0.502E-05  -0.193E+00   0.225E-02  -0.139E-01
  2292    19.00   423.00  -0.542E-05  -0.193E+00   0.163E-02  -0.105E-01
  2293    23.00   423.00  -0.644E-05  -0.193E+00   0.116E-02  -0.818E-02
