  STRAINS @ CENTER OF THE ELEMENTS:


  ELEMENT  R-COORD  Z-COORD       EPS R          EPS TH         EPS Z         EPS RZ
    624   103.00   417.50     -0.318701E-05   0.608335E-06   0.954950E-07   0.372297E-05
    625     0.50   418.50      0.509580E-03   0.512041E-03  -0.145159E-02   0.118244E-03
    626     1.50   418.50      0.491481E-03   0.505818E-03  -0.142270E-02   0.348220E-03
    627     2.50   418.50      0.456748E-03   0.493893E-03  -0.136700E-02   0.559642E-03
    628     3.50   418.50      0.408447E-03   0.476795E-03  -0.128855E-02   0.742480E-03
    629     4.25   418.50      0.365878E-03   0.461083E-03  -0.121803E-02   0.857318E-03
    630     4.75   418.50      0.335185E-03   0.449463E-03  -0.116685E-02   0.921214E-03
    631     5.50   418.50      0.287387E-03   0.430643E-03  -0.108581E-02   0.997351E-03
    632     6.50   418.50      0.223162E-03   0.403646E-03  -0.973600E-03   0.106583E-02
    633     7.50   418.50      0.161388E-03   0.375398E-03  -0.861418E-03   0.109816E-02
    634     8.50   418.50      0.104640E-03   0.346793E-03  -0.753441E-03   0.109955E-02
    635    10.00   418.50      0.331440E-04   0.304782E-03  -0.605382E-03   0.105498E-02
    636    13.00   418.50     -0.603102E-04   0.229520E-03  -0.372163E-03   0.878755E-03
    637    19.00   418.50     -0.112796E-03   0.125006E-03  -0.122697E-03   0.504866E-03
    638    31.00   418.50     -0.721057E-04   0.391214E-04  -0.314563E-05   0.151350E-03
    639    55.00   418.50     -0.183736E-04   0.648157E-05   0.281895E-05   0.249953E-04
    640   103.00   418.50     -0.272497E-05   0.507270E-06  -0.589921E-07   0.362509E-05
    641     0.50   419.50      0.551116E-03   0.554139E-03  -0.160139E-02   0.138377E-03
    642     1.50   419.50      0.528934E-03   0.546500E-03  -0.156546E-02   0.406769E-03
    643     2.50   419.50      0.486575E-03   0.531911E-03  -0.149650E-02   0.651484E-03
    644     3.50   419.50      0.428113E-03   0.511089E-03  -0.139994E-02   0.859689E-03
    645     4.25   419.50      0.377063E-03   0.492057E-03  -0.131379E-02   0.987613E-03
    646     4.75   419.50      0.340627E-03   0.478051E-03  -0.125173E-02   0.105699E-02
    647     5.50   419.50      0.284543E-03   0.455496E-03  -0.115423E-02   0.113667E-02
    648     6.50   419.50      0.210612E-03   0.423455E-03  -0.102115E-02   0.120281E-02
    649     7.50   419.50      0.141355E-03   0.390352E-03  -0.890569E-03   0.122622E-02
    650     8.50   419.50      0.796489E-04   0.357303E-03  -0.767414E-03   0.121436E-02
    651    10.00   419.50      0.529038E-05   0.309664E-03  -0.602837E-03   0.114650E-02
    652    13.00   419.50     -0.839314E-04   0.227098E-03  -0.354915E-03   0.928200E-03
    653    19.00   419.50     -0.120581E-03   0.118579E-03  -0.108042E-03   0.510777E-03
    654    31.00   419.50     -0.692992E-04   0.352842E-04  -0.605032E-07   0.146443E-03
    655    55.00   419.50     -0.164645E-04   0.554421E-05   0.260734E-05   0.239642E-04
    656   103.00   419.50     -0.225465E-05   0.405366E-06  -0.224114E-06   0.353657E-05
    657     0.50   420.50      0.600095E-03   0.603833E-03  -0.177392E-02   0.162398E-03
    658     1.50   420.50      0.572676E-03   0.594384E-03  -0.172905E-02   0.476442E-03
    659     2.50   420.50      0.520536E-03   0.576377E-03  -0.164323E-02   0.760078E-03
    660     3.50   420.50      0.449130E-03   0.550786E-03  -0.152377E-02   0.996855E-03
    661     4.25   420.50      0.387360E-03   0.527522E-03  -0.141803E-02   0.113842E-02
    662     4.75   420.50      0.343738E-03   0.510486E-03  -0.134240E-02   0.121261E-02
    663     5.50   420.50      0.277598E-03   0.483228E-03  -0.122484E-02   0.129364E-02
    664     6.50   420.50      0.192259E-03   0.444919E-03  -0.106690E-02   0.135286E-02
    665     7.50   420.50      0.114809E-03   0.405903E-03  -0.915202E-03   0.136185E-02
    666     8.50   420.50      0.483090E-04   0.367572E-03  -0.775412E-03   0.133151E-02
    667    10.00   420.50     -0.276629E-04   0.313467E-03  -0.593937E-03   0.123437E-02
    668    13.00   420.50     -0.109478E-03   0.223063E-03  -0.333279E-03   0.969365E-03
    669    19.00   420.50     -0.127562E-03   0.111021E-03  -0.922318E-04   0.511316E-03
    670    31.00   420.50     -0.657072E-04   0.311872E-04   0.283711E-05   0.141160E-03
    671    55.00   420.50     -0.144444E-04   0.458939E-05   0.233647E-05   0.230439E-04
    672   103.00   420.50     -0.177644E-05   0.302721E-06  -0.399624E-06   0.345837E-05
    673     0.50   421.50      0.656165E-03   0.660799E-03  -0.197141E-02   0.191231E-03
    674     1.50   421.50      0.622165E-03   0.649079E-03  -0.191529E-02   0.560002E-03
    675     2.50   421.50      0.557661E-03   0.626765E-03  -0.180809E-02   0.889647E-03
    676     3.50   421.50      0.469874E-03   0.595145E-03  -0.165960E-02   0.115891E-02
    677     4.25   421.50      0.394698E-03   0.566539E-03  -0.152924E-02   0.131447E-02
    678     4.75   421.50      0.342258E-03   0.545700E-03  -0.143683E-02   0.139239E-02
    679     5.50   421.50      0.263989E-03   0.512578E-03  -0.129462E-02   0.147123E-02
    680     6.50   421.50      0.165742E-03   0.466582E-03  -0.110734E-02   0.151684E-02
    681     7.50   421.50      0.799866E-04   0.420511E-03  -0.932011E-03   0.150407E-02
    682     8.50   421.50      0.962025E-05   0.376077E-03  -0.774726E-03   0.144867E-02
    683    10.00   421.50     -0.655022E-04   0.314846E-03  -0.577162E-03   0.131557E-02
    684    13.00   421.50     -0.135742E-03   0.216583E-03  -0.307295E-03   0.100020E-02
    685    19.00   421.50     -0.132902E-03   0.102130E-03  -0.757154E-04   0.506229E-03
    686    31.00   421.50     -0.612349E-04   0.268380E-04   0.548024E-05   0.135708E-03
    687    55.00   421.50     -0.123168E-04   0.361977E-05   0.200397E-05   0.222660E-04
    688   103.00   421.50     -0.129057E-05   0.199441E-06  -0.586729E-06   0.339270E-05
    689     0.50   422.50      0.718430E-03   0.724155E-03  -0.219606E-02   0.225704E-03
    690     1.50   422.50      0.676425E-03   0.709680E-03  -0.212596E-02   0.659869E-03
    691     2.50   422.50      0.596635E-03   0.682095E-03  -0.199198E-02   0.104438E-02
    692     3.50   422.50      0.488333E-03   0.643002E-03  -0.180673E-02   0.135099E-02
    693     4.25   422.50      0.396352E-03   0.607733E-03  -0.164518E-02   0.152060E-02
    694     4.75   422.50      0.333006E-03   0.582149E-03  -0.153166E-02   0.160029E-02
    695     5.50   422.50      0.240461E-03   0.541768E-03  -0.135939E-02   0.167147E-02
    696     6.50   422.50      0.128135E-03   0.486452E-03  -0.113780E-02   0.169368E-02
    697     7.50   422.50      0.349956E-04   0.432117E-03  -0.936875E-03   0.164925E-02
    698     8.50   422.50     -0.370096E-04   0.380856E-03  -0.762420E-03   0.156102E-02
    699    10.00   422.50     -0.107484E-03   0.312161E-03  -0.551157E-03   0.138546E-02
    700    13.00   422.50     -0.161016E-03   0.206733E-03  -0.277352E-03   0.101831E-02
    701    19.00   422.50     -0.135716E-03   0.917161E-04  -0.589522E-04   0.495603E-03
    702    31.00   422.50     -0.557897E-04   0.222514E-04   0.780893E-05   0.130386E-03
    703    55.00   422.50     -0.100837E-04   0.263852E-05   0.160582E-05   0.216704E-04
    704   103.00   422.50     -0.797086E-06   0.956649E-07  -0.787121E-06   0.334261E-05
    705     0.50   423.50      0.784426E-03   0.791333E-03  -0.244860E-02   0.265768E-03
    706     1.50   423.50      0.733387E-03   0.773797E-03  -0.236200E-02   0.776677E-03
    707     2.50   423.50      0.635563E-03   0.740165E-03  -0.219531E-02   0.122680E-02
    708     3.50   423.50      0.501957E-03   0.692181E-03  -0.196371E-02   0.157754E-02
    709     4.25   423.50      0.388914E-03   0.648796E-03  -0.176238E-02   0.176144E-02
    710     4.75   423.50      0.312068E-03   0.617381E-03  -0.162220E-02   0.183975E-02
    711     5.50   423.50      0.202724E-03   0.568105E-03  -0.141294E-02   0.189472E-02
    712     6.50   423.50      0.760838E-04   0.501634E-03  -0.115203E-02   0.187916E-02
    713     7.50   423.50     -0.216917E-04   0.437882E-03  -0.925034E-03   0.179017E-02
    714     8.50   423.50     -0.912904E-04   0.379340E-03  -0.735582E-03   0.166065E-02
    715    10.00   423.50     -0.151717E-03   0.303422E-03  -0.515206E-03   0.143792E-02
    716    13.00   423.50     -0.182998E-03   0.192505E-03  -0.244293E-03   0.102111E-02
    717    19.00   423.50     -0.135118E-03   0.796257E-04  -0.423598E-04   0.480031E-03
    718    31.00   423.50     -0.492835E-04   0.174527E-04   0.976565E-05   0.125640E-03
    719    55.00   423.50     -0.774466E-05   0.164973E-05   0.113307E-05   0.213192E-04
    720   103.00   423.50     -0.295557E-06  -0.843732E-08  -0.100335E-05   0.331268E-05
    721     0.50   424.50      0.847473E-03   0.855378E-03  -0.272460E-02   0.308997E-03
    722     1.50   424.50      0.788358E-03   0.835261E-03  -0.262084E-02   0.905272E-03
    723     2.50   424.50      0.671962E-03   0.795912E-03  -0.241732E-02   0.143408E-02
    724     3.50   424.50      0.508359E-03   0.738490E-03  -0.212861E-02   0.184095E-02
    725     4.25   424.50      0.368590E-03   0.685711E-03  -0.187589E-02   0.204062E-02
    726     4.75   424.50      0.274519E-03   0.647339E-03  -0.170115E-02   0.211319E-02
    727     5.50   424.50      0.145466E-03   0.587367E-03  -0.144598E-02   0.213845E-02
    728     6.50   424.50      0.607261E-05   0.507817E-03  -0.114177E-02   0.206344E-02
    729     7.50   424.50     -0.903776E-04   0.433811E-03  -0.891492E-03   0.191397E-02
    730     8.50   424.50     -0.151025E-03   0.368123E-03  -0.692306E-03   0.173576E-02
    731    10.00   424.50     -0.194425E-03   0.286204E-03  -0.470014E-03   0.146490E-02
    732    13.00   424.50     -0.198902E-03   0.172815E-03  -0.209284E-03   0.100617E-02
    733    19.00   424.50     -0.130248E-03   0.657764E-04  -0.262462E-04   0.461354E-03
    734    31.00   424.50     -0.416153E-04   0.124863E-04   0.112731E-04   0.122279E-03
    735    55.00   424.50     -0.529155E-05   0.658833E-06   0.565717E-06   0.213148E-04
    736   103.00   424.50      0.215201E-06  -0.112621E-06  -0.124067E-05   0.331139E-05
    737     0.50   425.50      0.891567E-03   0.899425E-03  -0.300741E-02   0.346583E-03
    738     1.50   425.50      0.830650E-03   0.879048E-03  -0.289191E-02   0.102488E-02
    739     2.50   425.50      0.702801E-03   0.837497E-03  -0.265572E-02   0.164535E-02
    740     3.50   425.50      0.507852E-03   0.773215E-03  -0.230100E-02   0.213265E-02
    741     4.25   425.50      0.332947E-03   0.711426E-03  -0.197936E-02   0.236043E-02
    742     4.75   425.50      0.215204E-03   0.665308E-03  -0.175782E-02   0.242186E-02
    743     5.50   425.50      0.619851E-04   0.592782E-03  -0.144361E-02   0.239382E-02
    744     6.50   425.50     -0.845915E-04   0.498539E-03  -0.109571E-02   0.222764E-02
    745     7.50   425.50     -0.168513E-03   0.414334E-03  -0.831870E-03   0.200073E-02
    746     8.50   425.50     -0.210818E-03   0.342815E-03  -0.632472E-03   0.177071E-02
    747    10.00   425.50     -0.230166E-03   0.257681E-03  -0.416981E-03   0.145870E-02
    748    13.00   425.50     -0.205889E-03   0.146725E-03  -0.172687E-03   0.976055E-03
    749    19.00   425.50     -0.120169E-03   0.502922E-04  -0.108892E-04   0.445530E-03
    750    31.00   425.50     -0.325468E-04   0.743302E-05   0.120797E-04   0.121993E-03
    751    55.00   425.50     -0.269560E-05  -0.325868E-06  -0.153687E-06   0.218651E-04
    752   103.00   425.50      0.738087E-06  -0.216525E-06  -0.151011E-05   0.335501E-05
    753     0.50   426.50      0.582738E-03   0.587562E-03  -0.834934E-03   0.719175E-04
    754     1.50   426.50      0.544308E-03   0.574730E-03  -0.800941E-03   0.220239E-03
    755     2.50   426.50      0.461682E-03   0.548580E-03  -0.728175E-03   0.381764E-03
    756     3.50   426.50      0.326472E-03   0.506593E-03  -0.604451E-03   0.533860E-03
    757     4.25   426.50      0.196353E-03   0.463545E-03  -0.476034E-03   0.598780E-03
    758     4.75   426.50      0.106651E-03   0.430623E-03  -0.384378E-03   0.588275E-03
    759     5.50   426.50     -0.266231E-05   0.378443E-03  -0.266250E-03   0.506186E-03
    760     6.50   426.50     -0.959742E-04   0.311377E-03  -0.158458E-03   0.373165E-03
    761     7.50   426.50     -0.141828E-03   0.253408E-03  -0.913312E-04   0.268786E-03
    762     8.50   426.50     -0.161220E-03   0.205511E-03  -0.473246E-04   0.197700E-03
    763    10.00   426.50     -0.164233E-03   0.149886E-03  -0.745527E-05   0.129695E-03
    764    13.00   426.50     -0.137667E-03   0.798876E-04   0.254562E-04   0.630027E-04
    765    19.00   426.50     -0.748591E-04   0.227056E-04   0.283434E-04   0.261966E-04
    766    31.00   426.50     -0.169495E-04   0.550108E-06   0.918048E-05   0.980292E-05
    767    55.00   426.50      0.157084E-06  -0.148684E-05   0.627056E-06   0.165662E-05
    768   103.00   426.50      0.123681E-05  -0.334553E-06  -0.566819E-06   0.388959E-06
    769     0.50   427.50      0.167642E-04   0.161055E-04  -0.301173E-03   0.993760E-04
    770     1.50   427.50      0.233114E-04   0.182648E-04  -0.302919E-03   0.303056E-03
    771     2.50   427.50      0.353811E-04   0.224007E-04  -0.304963E-03   0.532083E-03
    772     3.50   427.50      0.317576E-04   0.269334E-04  -0.277606E-03   0.792454E-03
    773     4.25   427.50     -0.199101E-04   0.249722E-04  -0.173115E-03   0.945716E-03
    774     4.75   427.50     -0.669219E-04   0.176417E-04  -0.829314E-04   0.924134E-03
    775     5.50   427.50     -0.986011E-04   0.247970E-05   0.837120E-05   0.741312E-03
    776     6.50   427.50     -0.787078E-04  -0.119622E-04   0.260272E-04   0.511240E-03
    777     7.50   427.50     -0.543525E-04  -0.190522E-04   0.223946E-04   0.357083E-03
    778     8.50   427.50     -0.390978E-04  -0.222176E-04   0.198726E-04   0.253358E-03
    779    10.00   427.50     -0.255128E-04  -0.236143E-04   0.178204E-04   0.153350E-03
    780    13.00   427.50     -0.103412E-04  -0.219886E-04   0.138418E-04   0.631907E-04
    781    19.00   427.50      0.127410E-05  -0.158854E-04   0.730318E-05   0.241395E-04
    782    31.00   427.50      0.474129E-05  -0.812969E-05   0.182259E-05   0.105358E-04
    783    55.00   427.50      0.324880E-05  -0.282857E-05  -0.259885E-06   0.198540E-05
    784   103.00   427.50      0.170838E-05  -0.466786E-06  -0.682701E-06   0.410306E-06
    785     0.50   428.50     -0.574940E-03  -0.580432E-03   0.270857E-03   0.479132E-04
    786     1.50   428.50     -0.532861E-03  -0.566334E-03   0.241112E-03   0.145690E-03
    787     2.50   428.50     -0.445427E-03  -0.537594E-03   0.179486E-03   0.244021E-03
    788     3.50   428.50     -0.298692E-03  -0.491744E-03   0.880054E-04   0.387827E-03
    789     4.25   428.50     -0.195220E-03  -0.447499E-03   0.809385E-04   0.637802E-03
    790     4.75   428.50     -0.264422E-03  -0.424693E-03   0.291238E-03   0.621580E-03
    791     5.50   428.50     -0.150823E-03  -0.395368E-03   0.279101E-03   0.365894E-03
    792     6.50   428.50     -0.206676E-04  -0.346745E-03   0.192202E-03   0.241627E-03
    793     7.50   428.50      0.506186E-04  -0.297931E-03   0.128681E-03   0.174573E-03
    794     8.50   428.50      0.916101E-04  -0.254173E-03   0.839949E-04   0.123966E-03
    795    10.00   428.50      0.118487E-03  -0.199731E-03   0.412910E-04   0.747572E-04
    796    13.00   428.50      0.119921E-03  -0.124999E-03   0.904476E-06   0.308139E-04
    797    19.00   428.50      0.783909E-04  -0.547734E-04  -0.142959E-04   0.134065E-04
    798    31.00   428.50      0.265557E-04  -0.168557E-04  -0.560103E-05   0.652721E-05
    799    55.00   428.50      0.634024E-05  -0.417511E-05  -0.113972E-05   0.106046E-05
    800   103.00   428.50      0.217876E-05  -0.599383E-06  -0.795061E-06   0.304450E-06
