

%-------------------------------------------------------------------------------------------------------%
                  2D Axisymmetric Finite Element Analysis (Linear Elastic version)
%-------------------------------------------------------------------------------------------------------%


%---------------------------------------------------------------%
                 FEM Program Standard Output
%---------------------------------------------------------------%

                     Nodal Displacements (in.): 

              Nodal Index  |      Displacement (R, Z)
                  533      |      (6.281e-05, -6.034e-04)
                  534      |      (7.441e-05, -5.750e-04)
                  535      |      (8.633e-05, -5.170e-04)
                  536      |      (8.902e-05, -4.573e-04)
                  537      |      (7.852e-05, -3.610e-04)
                  538      |      (5.944e-05, -2.883e-04)
                  539      |      (2.670e-05, -2.165e-04)
                  540      |      (0.000e+00, -1.948e-04)
                  541      |      (0.000e+00, -6.090e-04)
                  542      |      (9.067e-06, -6.080e-04)
                  543      |      (1.800e-05, -6.052e-04)
                  544      |      (2.667e-05, -6.005e-04)
                  545      |      (3.496e-05, -5.941e-04)
                  546      |      (4.276e-05, -5.860e-04)
                  547      |      (6.698e-05, -5.420e-04)
                  548      |      (8.278e-05, -4.393e-04)
                  549      |      (5.816e-05, -2.844e-04)
                  550      |      (0.000e+00, -1.947e-04)
                  551      |      (0.000e+00, -5.687e-04)
                  552      |      (4.032e-06, -5.685e-04)
                  553      |      (8.049e-06, -5.679e-04)
                  554      |      (1.204e-05, -5.669e-04)
                  555      |      (1.599e-05, -5.655e-04)
                  556      |      (1.989e-05, -5.637e-04)
                  557      |      (2.372e-05, -5.616e-04)
                  558      |      (2.747e-05, -5.590e-04)
                  559      |      (3.114e-05, -5.561e-04)
                  560      |      (3.470e-05, -5.529e-04)
                  561      |      (3.816e-05, -5.493e-04)
                  562      |      (5.039e-05, -5.324e-04)
                  563      |      (6.044e-05, -5.116e-04)
                  564      |      (7.212e-05, -4.681e-04)
