 TITLE ="GEORGIA TECH TEST PIT GRID (LINEAR ELASTIC/ANISOTROPIC RUN)                     "
 VARIABLES = "R","Z","DISP_R","DISP_Z","EPSR","EPSTH","EPSZ","EPSRZ","SIGMAR","SIGMATH","SIGMAZ","SIGMARZ"
 ZONE T="GEOMETRY & DISP", N=  383, E=  112, F=FEPOINT, ET=QUADRILATERAL
  9.55000019 50.09999847  0.00780014 -0.02252105    -0.0000986     0.0008168    -0.0002037     0.0002794    -0.0993470     0.6184356    -6.0987845     2.9945878
 17.54999924 50.09999847  0.00578781 -0.01561904    -0.0003335     0.0003298    -0.0000999     0.0001250    -0.3054668     0.2146357    -3.1461887     1.3399264
 32.54999924 50.09999847  0.00212361 -0.00887698    -0.0001577     0.0000652    -0.0000409     0.0000084    -0.1501800     0.0246691    -1.3284406     0.0898143
 52.54999924 50.09999847  0.00042230 -0.00635000    -0.0000372     0.0000080    -0.0000290    -0.0000117    -0.0445231    -0.0090744    -0.9252415    -0.1253816
 77.55000305 50.09999847  0.00000000 -0.00591539    -0.0000098     0.0000000    -0.0000277    -0.0000036    -0.0206763    -0.0129924    -0.8748551    -0.0385842
  0.00000000 50.20000076  0.00000000 -0.02924945     0.0015703     0.0015703    -0.0003706    -0.0000037     1.3621733     1.3621733   -10.2939221    -0.0391480
  0.69999999 50.20000076  0.00108675 -0.02920143     0.0015347     0.0015525    -0.0003705     0.0000486     1.3293479     1.3432935   -10.3145139     0.5211840
  1.39999998 50.20000076  0.00214861 -0.02905225     0.0014956     0.0015347    -0.0003595     0.0001042     1.2981885     1.3288411    -9.9938922     1.1170950
  2.97499990 50.20000076  0.00427900 -0.02835767     0.0012132     0.0014383    -0.0003428     0.0001845     1.0486695     1.2252367    -9.6335197     1.9777920
  4.55000019 50.20000076  0.00597005 -0.02727695     0.0008525     0.0013121    -0.0003123     0.0002904     0.7338247     1.0942302    -8.8843518     3.1125341
  7.05000019 50.20000076  0.00737236 -0.02503047     0.0003511     0.0010457    -0.0002501     0.0002582     0.2962117     0.8409427    -7.2632925     2.7677734
  9.55000019 50.20000076  0.00772535 -0.02254141    -0.0000984     0.0008089    -0.0002036     0.0002813    -0.0999014     0.6116175    -6.0993804     3.0149012
