 TITLE ="GEORGIA TECH TEST PIT GRID (linear elastic)                                     "
 VARIABLES = "R","Z","DISP_R","DISP_Z","EPSR","EPSTH","EPSZ","EPSRZ","SIGMAR","SIGMATH","SIGMAZ","SIGMARZ"
 ZONE T="GEOMETRY & DISP", N=  475, E=  140, F=FEPOINT, ET=QUADRILATERAL
 52.54999924 33.00000000  0.00097938 -0.00458287    -0.0000453     0.0000186    -0.0001475     0.0000528    -1.6861977    -1.4123494    -2.1242317     0.1131925
 77.55000305 33.00000000  0.00000000 -0.00412436    -0.0000346     0.0000000    -0.0001269    -0.0000011    -1.5332546    -1.3847641    -1.9286556    -0.0024616
  0.00000000 36.00000000  0.00000000 -0.01102910     0.0001450     0.0001450    -0.0005405     0.0000001    -1.5257467    -1.5257467    -4.4636247     0.0002293
  0.69999999 36.00000000  0.00010131 -0.01102506     0.0001445     0.0001447    -0.0005401     0.0000160    -1.5315448    -1.5303935    -4.4654139     0.0342300
  1.39999998 36.00000000  0.00020225 -0.01101311     0.0001443     0.0001445    -0.0005389     0.0000324    -1.5255539    -1.5248432    -4.4534995     0.0693583
  2.97499990 36.00000000  0.00042633 -0.01095651     0.0001399     0.0001433    -0.0005335     0.0000670    -1.5462836    -1.5316162    -4.4323316     0.1436182
  4.55000019 36.00000000  0.00064288 -0.01086183     0.0001353     0.0001413    -0.0005244     0.0001016    -1.5443611    -1.5185790    -4.3714658     0.2177132
  7.05000019 36.00000000  0.00096262 -0.01063760     0.0001203     0.0001365    -0.0005035     0.0001451    -1.5978838    -1.5284258    -4.2713001     0.3109385
  9.55000019 36.00000000  0.00124455 -0.01033873     0.0001039     0.0001303    -0.0004764     0.0001868    -1.6304046    -1.5172784    -4.1175826     0.4003847
 13.55000019 36.00000000  0.00159491 -0.00974219     0.0000725     0.0001177    -0.0004244     0.0002139    -1.6965214    -1.5029757    -3.8264973     0.4584166
 17.54999924 36.00000000  0.00182491 -0.00907657     0.0000392     0.0001040    -0.0003718     0.0002345    -1.7920139    -1.5143579    -3.5536310     0.5024910
 25.04999924 36.00000000  0.00196164 -0.00780051     0.0000005     0.0000783    -0.0002822     0.0002000    -1.7406761    -1.4073147    -2.9522477     0.4285683
 32.54999924 36.00000000  0.00183278 -0.00671658    -0.0000343     0.0000563    -0.0002151     0.0001552    -1.8017227    -1.4135013    -2.5766295     0.3325555
 42.54999924 36.00000000  0.00145692 -0.00566153    -0.0000415     0.0000342    -0.0001610     0.0000967    -1.6198928    -1.2952752    -2.1318976     0.2071939
 52.54999924 36.00000000  0.00100270 -0.00500013    -0.0000474     0.0000191    -0.0001307     0.0000469    -1.5659521    -1.2809695    -1.9226851     0.1004069
 65.05000305 36.00000000  0.00046771 -0.00460194    -0.0000401     0.0000072    -0.0001156     0.0000201    -1.4446917    -1.2419859    -1.7681232     0.0430562
 77.55000305 36.00000000  0.00000000 -0.00448210    -0.0000347     0.0000000    -0.0001114    -0.0000015    -1.4014731    -1.2526489    -1.7301492    -0.0033142
  0.00000000 38.00000000  0.00000000 -0.01213863     0.0001589     0.0001589    -0.0005689     0.0000000    -1.4711846    -1.4711846    -4.5905547    -0.0000585
  1.39999998 38.00000000  0.00022152 -0.01211876     0.0001581     0.0001582    -0.0005669     0.0000386    -1.4698892    -1.4694689    -4.5772102     0.0826155
  4.55000019 38.00000000  0.00070220 -0.01193442     0.0001469     0.0001543    -0.0005485     0.0001205    -1.4893127    -1.4575407    -4.4694999     0.2582229
  9.55000019 38.00000000  0.00134535 -0.01130401     0.0001088     0.0001409    -0.0004889     0.0002168    -1.5837488    -1.4463887    -4.1453422     0.4646537
 17.54999924 38.00000000  0.00193209 -0.00981768     0.0000353     0.0001101    -0.0003677     0.0002578    -1.7537528    -1.4332409    -3.4807124     0.5523651
 32.54999924 38.00000000  0.00187543 -0.00713506    -0.0000386     0.0000576    -0.0002026     0.0001571    -1.7384762    -1.3262785    -2.4414726     0.3365527
 52.54999924 38.00000000  0.00099917 -0.00525083    -0.0000478     0.0000190    -0.0001201     0.0000422    -1.4809793    -1.1946499    -1.7908509     0.0904071
 77.55000305 38.00000000  0.00000000 -0.00469557    -0.0000341     0.0000000    -0.0001022    -0.0000017    -1.3142539    -1.1682415    -1.6063498    -0.0036409
  0.00000000 40.00000000  0.00000000 -0.01330483     0.0001742     0.0001742    -0.0005979     0.0000001    -1.3913031    -1.3913031    -4.7003377     0.0001638
  0.69999999 40.00000000  0.00012166 -0.01329879     0.0001734     0.0001738    -0.0005972     0.0000228    -1.4002071    -1.3984011    -4.7028576     0.0488210
  1.39999998 40.00000000  0.00024274 -0.01328076     0.0001731     0.0001734    -0.0005954     0.0000460    -1.3910361    -1.3899633    -4.6846132     0.0985984
  2.97499990 40.00000000  0.00051048 -0.01319652     0.0001663     0.0001716    -0.0005868     0.0000945    -1.4216902    -1.3988659    -4.6493048     0.2023975
  4.55000019 40.00000000  0.00076646 -0.01305567     0.0001590     0.0001685    -0.0005728     0.0001428    -1.4220309    -1.3814677    -4.5584438     0.3060458
  7.05000019 40.00000000  0.00113648 -0.01272625     0.0001368     0.0001612    -0.0005410     0.0001985    -1.4961850    -1.3917593    -4.4012595     0.4253540
  9.55000019 40.00000000  0.00145065 -0.01229426     0.0001127     0.0001519    -0.0005018     0.0002513    -1.5503997    -1.3822289    -4.1836801     0.5385322
 13.55000019 40.00000000  0.00181650 -0.01145296     0.0000721     0.0001341    -0.0004306     0.0002723    -1.6150352    -1.3494996    -3.7695983     0.5834255
 17.54999924 40.00000000  0.00202745 -0.01054718     0.0000299     0.0001155    -0.0003631     0.0002836    -1.7377797    -1.3709050    -3.4223504     0.6076706
 25.04999924 40.00000000  0.00209285 -0.00888609    -0.0000090     0.0000835    -0.0002609     0.0002239    -1.6362083    -1.2394738    -2.7156807     0.4798797
 32.54999924 40.00000000  0.00189209 -0.00752696    -0.0000431     0.0000581    -0.0001897     0.0001587    -1.6817416    -1.2480214    -2.3102421     0.3400097
 42.54999924 40.00000000  0.00145578 -0.00625707    -0.0000456     0.0000342    -0.0001370     0.0000912    -1.4677074    -1.1255240    -1.8593019     0.1953855
 52.54999924 40.00000000  0.00097950 -0.00548053    -0.0000476     0.0000186    -0.0001095     0.0000371    -1.3906860    -1.1067647    -1.6558163     0.0795837
 65.05000305 40.00000000  0.00044967 -0.00502607    -0.0000392     0.0000069    -0.0000964     0.0000152    -1.2709828    -1.0734427    -1.5163151     0.0325135
 77.55000305 40.00000000  0.00000000 -0.00489100    -0.0000328     0.0000000    -0.0000931    -0.0000020    -1.2190752    -1.0786414    -1.4775284    -0.0042207
  0.00000000 41.00000000  0.00000000 -0.01391267     0.0001826     0.0001826    -0.0006172     0.0000001    -1.3775359    -1.3775359    -4.8050736     0.0001756
  1.39999998 41.00000000  0.00025424 -0.01388574     0.0001814     0.0001816    -0.0006143     0.0000507    -1.3766591    -1.3757725    -4.7867976     0.1086481
  4.55000019 41.00000000  0.00080110 -0.01363637     0.0001653     0.0001761    -0.0005885     0.0001568    -1.4098639    -1.3637622    -4.6405239     0.3359745
  9.55000019 41.00000000  0.00150467 -0.01279966     0.0001138     0.0001576    -0.0005086     0.0002714    -1.5459952    -1.3585101    -4.2136297     0.5815109
 17.54999924 41.00000000  0.00207145 -0.01090931     0.0000263     0.0001180    -0.0003598     0.0002961    -1.7338280    -1.3408295    -3.3887197     0.6344635
 32.54999924 41.00000000  0.00189101 -0.00771350    -0.0000452     0.0000581    -0.0001829     0.0001582    -1.6509530    -1.2083610    -2.2413814     0.3390988
 52.54999924 41.00000000  0.00096344 -0.00558738    -0.0000472     0.0000183    -0.0001043     0.0000343    -1.3438231    -1.0630551    -1.5888223     0.0735485
 77.55000305 41.00000000  0.00000000 -0.00498187    -0.0000319     0.0000000    -0.0000888    -0.0000021    -1.1714783    -1.0346795    -1.4152205    -0.0044176
  0.00000000 42.00000000  0.00000000 -0.01453918     0.0001915     0.0001915    -0.0006358     0.0000001    -1.3455606    -1.3455606    -4.8911424     0.0002374
  0.69999999 42.00000000  0.00013367 -0.01453169     0.0001904     0.0001910    -0.0006350     0.0000277    -1.3585029    -1.3560963    -4.8961163     0.0593969
  1.39999998 42.00000000  0.00026656 -0.01450937     0.0001901     0.0001904    -0.0006326     0.0000559    -1.3459801    -1.3448628    -4.8721321     0.1197961
  2.97499990 42.00000000  0.00055976 -0.01440567     0.0001813     0.0001882    -0.0006218     0.0001140    -1.3851835    -1.3559245    -4.8269657     0.2442431
  4.55000019 42.00000000  0.00083774 -0.01423269     0.0001718     0.0001841    -0.0006037     0.0001720    -1.3883605    -1.3354188    -4.7119714     0.3684964
  7.05000019 42.00000000  0.00123319 -0.01383125     0.0001445     0.0001749    -0.0005637     0.0002345    -1.4746989    -1.3442589    -4.5097526     0.5025732
  9.55000019 42.00000000  0.00156016 -0.01331153     0.0001145     0.0001634    -0.0005157     0.0002929    -1.5474613    -1.3381298    -4.2483807     0.6276730
 13.55000019 42.00000000  0.00192173 -0.01231524     0.0000688     0.0001418    -0.0004316     0.0003069    -1.5992267    -1.2863942    -3.7441335     0.6576496
 17.54999924 42.00000000  0.00211081 -0.01126680     0.0000223     0.0001203    -0.0003564     0.0003093    -1.7374385    -1.3173734    -3.3601051     0.6628825
 25.04999924 42.00000000  0.00212419 -0.00939416    -0.0000152     0.0000848    -0.0002476     0.0002339    -1.5912134    -1.1624837    -2.5869684     0.5012860
 32.54999924 42.00000000  0.00188223 -0.00789285    -0.0000473     0.0000578    -0.0001760     0.0001579    -1.6213705    -1.1708621    -2.1731706     0.3383757
 42.54999924 42.00000000  0.00142097 -0.00651890    -0.0000470     0.0000334    -0.0001249     0.0000867    -1.3878349    -1.0434952    -1.7218341     0.1858642
 52.54999924 42.00000000  0.00094322 -0.00568922    -0.0000466     0.0000179    -0.0000992     0.0000314    -1.2953009    -1.0187620    -1.5208381     0.0673603
 65.05000305 42.00000000  0.00042896 -0.00521008    -0.0000377     0.0000066    -0.0000875     0.0000125    -1.1785306    -0.9885752    -1.3918217     0.0267571
 77.55000305 42.00000000  0.00000000 -0.00506859    -0.0000309     0.0000000    -0.0000845    -0.0000022    -1.1216821    -0.9892333    -1.3514011    -0.0046871
  0.00000000 43.00000000  0.00000000 -0.01518654     0.0002012     0.0002012    -0.0006590    -0.0000001    -1.3378391    -1.3378391    -5.0243540    -0.0002623
  1.39999998 43.00000000  0.00027985 -0.01515319     0.0001996     0.0001999    -0.0006553     0.0000621    -1.3380564    -1.3366241    -5.0018918     0.1329897
  4.55000019 43.00000000  0.00087662 -0.01484533     0.0001784     0.0001927    -0.0006219     0.0001898    -1.3849816    -1.3240547    -4.8151032     0.4066431
  9.55000019 43.00000000  0.00161621 -0.01383088     0.0001145     0.0001692    -0.0005224     0.0003163    -1.5552540    -1.3206093    -4.2848235     0.6778278
 17.54999924 43.00000000  0.00214611 -0.01162129     0.0000175     0.0001223    -0.0003514     0.0003211    -1.7397838    -1.2904908    -3.3207260     0.6881767
 32.54999924 43.00000000  0.00186629 -0.00806546    -0.0000492     0.0000573    -0.0001689     0.0001563    -1.5886414    -1.1320351    -2.1014871     0.3349285
 52.54999924 43.00000000  0.00091868 -0.00578588    -0.0000457     0.0000175    -0.0000943     0.0000284    -1.2459998    -0.9751019    -1.4539843     0.0607903
